date,close,volatility,rsi,volume_anomaly,momentum,regime
2024-01-31,115.59063998713461,26.63343537553338,53.71641214683974,0.2118478563872669,0.2642554230617833,High-Vol
2024-02-01,111.46700108876779,26.63343537553338,52.18965779588601,1.206054504309587,-10.736359189980732,High-Vol
2024-02-02,110.3155358856078,26.63343537553338,44.59917547822331,1.9695878456993239,-1.471433828455588,High-Vol
2024-02-03,125.37206329461931,26.63343537553338,48.43073214192177,1.5133571252266111,-2.6425882588215615,High-Vol
2024-02-04,124.51513354610628,26.63343537553338,55.100744888388505,1.780311192125879,2.4449104075455494,High-Vol
2024-02-05,120.11004068892055,26.63343537553338,49.69422847189021,0.6359195285717444,2.666428866464287,High-Vol
2024-02-06,121.06239216198847,26.63343537553338,52.81539146205976,0.6529048260943658,10.843530516820934,High-Vol
2024-02-07,116.60496691631494,26.63343537553338,45.975874509997574,1.5514525753483877,-7.100277112082139,High-Vol
2024-02-08,114.98184408561202,26.63343537553338,52.53598307052808,0.26858988099927406,1.3916808999117904,High-Vol
2024-02-09,114.74736329494417,26.63343537553338,49.100896549193195,0.5738872267935606,1.5182946518714857,High-Vol
2024-02-10,123.46009191894822,26.63343537553338,44.032849323081976,0.2927230395867317,-1.7151554683290868,High-Vol
2024-02-11,118.1179160545997,26.63343537553338,50.850120256512,1.7311077561467922,3.7266901850622105,High-Vol
2024-02-12,117.10011974198565,26.63343537553338,45.29594517840605,1.6291607453066979,-11.101502377034365,High-Vol
2024-02-13,118.41037715705016,26.63343537553338,51.32273885518856,1.304489234871482,5.742717802145279,High-Vol
2024-02-14,112.56194900142653,25.765423388427024,43.41892096254345,1.8487097065611042,-3.778956458644288,High-Vol
2024-02-15,124.77189038729483,25.765423388427024,47.251263476728035,1.572510545119173,1.7715150063167187,High-Vol
2024-02-16,113.18529237940004,25.765423388427024,60.52956486005923,1.3652976171168993,-8.96533064674719,High-Vol
2024-02-17,111.69673498974325,25.765423388427024,51.94919587496191,1.1017712706857998,-13.850075980357431,High-Vol
2024-02-18,128.36406251250537,25.765423388427024,38.61260180097971,1.3802708505120231,13.107579932520565,High-Vol
