date,close,volatility,rsi,volume_anomaly,momentum,regime
2024-01-31,357.0367999903409,10.145065449122605,48.49014048359158,2.0854095325460844,5.892923308339505,Bull
2024-02-01,349.8184640438689,10.145065449122605,49.782218201441914,1.1481326931307398,-5.0296040919350276,Bear
2024-02-02,352.86796858303074,10.145065449122605,49.01054797266112,1.9717897846881376,-2.530639294747573,Sideways
2024-02-03,344.1297478731976,9.453988868544347,56.264263686731006,0.19941543612456955,-1.6735373536433826,Sideways
2024-02-04,341.6662556749001,9.453988868544347,50.764949104921854,1.53304891729085,-5.587825665638093,Bear
2024-02-05,348.2886359361507,9.453988868544347,46.33368800995298,1.839402274519334,0.7213175253110649,Sideways
2024-02-06,349.22957431287637,9.453988868544347,45.84810157926872,0.5280460378981414,-8.208770940662703,Bear
2024-02-07,350.13017735108554,9.453988868544347,49.27415952507183,1.494692058705056,-1.541358955626606,Sideways
2024-02-08,358.24811496642644,9.453988868544347,50.26497592963613,1.4670512511243934,16.278568753132333,Bull
2024-02-09,342.64603088711164,8.644263040385303,53.74574760049863,0.855789346794607,-0.02999866155971631,Sideways
2024-02-10,349.64947030334247,8.378559528026024,43.773010266891085,0.22092525898643114,1.2544271143098058,Sideways
2024-02-11,341.7799391507819,8.378559528026024,49.01144728058308,0.9261288763479969,-14.060352453884832,Bear
2024-02-12,340.16217730294494,8.378559528026024,48.66441751107265,0.8873703130402418,-10.323515357069141,Bear
2024-02-13,352.5348835362821,8.378559528026024,40.429845179762566,1.511197056054066,2.8637219375264635,Sideways
2024-02-14,343.4905627587724,8.378559528026024,54.055739312738694,1.6918542122017641,-7.78052620127977,Bear
2024-02-15,350.07705004520136,8.378559528026024,42.602636860316395,1.1924764878263237,-5.566263074651317,Bear
2024-02-16,351.6653572256531,8.378559528026024,50.14219052358905,0.49705358280666273,-0.10945035811357684,Sideways
2024-02-17,349.4779239154568,8.378559528026024,49.327911358097026,1.472277160090849,4.806074990568675,Sideways
2024-02-18,359.33061632524567,8.378559528026024,53.225001370855544,0.7958224176451957,0.7910547047686691,Sideways
2024-02-19,354.7559674451976,8.378559528026024,59.78021327031793,0.8623799457817084,9.902691430588845,Bull
2024-02-20,343.76531941443784,8.378559528026024,53.66384133740656,0.21582386177823049,-13.27148057590307,Bear
2024-02-21,349.48380961689975,8.378559528026024,47.22086631865638,0.9244130326093796,-0.33465442696916625,Sideways
2024-02-22,355.84520864979936,8.378559528026024,49.68661410658184,0.9664120893984097,2.9772400667686156,Sideways
2024-02-23,345.82762563500285,8.378559528026024,48.81478371034813,0.4514054196567562,1.6978777618052732,Sideways
2024-02-24,358.4045966567714,8.378559528026024,51.66079231687611,1.5141501145423932,16.73834098187126,Bull
2024-02-25,348.2942125396952,8.378559528026024,54.31887057295395,1.2330684102600673,0.005576603544511727,Sideways
2024-02-26,348.30905091478394,8.378559528026024,53.14395939576337,0.39732716265935536,-0.9205233980924277,Sideways
2024-02-27,349.44772724141114,8.378559528026024,53.99368648619549,1.646150363481986,-0.6824501096743916,Sideways
2024-02-28,355.04093724420954,8.378559528026024,48.29932881370073,1.3989188928396774,-3.2071777222168976,Sideways
2024-02-29,347.27289732841194,7.992401984816533,56.614443042692635,0.32260424873249394,4.626866441300308,Sideways
2024-03-01,353.4324312430971,7.992401984816533,48.41561337109964,0.8842871012134697,3.7829609397546164,Sideways
2024-03-02,358.24651302405925,7.992401984816533,50.94938085709596,1.2363578013616312,16.466573873277355,Bull
2024-03-03,340.81919742038593,7.992401984816533,54.58171147459906,1.6664461594704147,0.6570201174409931,Sideways
2024-03-04,353.8472420157058,8.501911840260485,41.03700582364892,1.23326935536996,1.312358479423665,Sideways
2024-03-05,359.6707362824942,8.687183268175229,49.593299406065086,0.3217208222191537,16.180173523721805,Bull
2024-03-06,353.3432010725553,8.687183268175229,57.4636832661994,0.8330033375363556,3.266151027353942,Sideways
2024-03-07,353.0449141818017,8.687183268175229,51.800742618885494,0.8570243003653643,1.3795569561485763,Sideways
2024-03-08,344.0337612345143,8.687183268175229,48.61505934563863,1.6689231105297968,-5.4441626809424974,Bear
2024-03-09,340.7203214006388,8.687183268175229,49.103888324130054,1.25966775054052,-18.610294924606876,Bear
2024-03-10,346.8010391533694,8.687183268175229,40.26496857851409,1.001796300574225,-7.954928291828196,Bear
2024-03-11,340.0914191733933,8.687183268175229,49.13986090362517,1.1020613418382847,-3.673900241044521,Sideways
2024-03-12,354.33465885081665,8.687183268175229,45.605222506984994,0.7276685900002526,4.850849233916904,Sideways
2024-03-13,354.81197399682736,9.052677611256815,52.29223099664224,0.943719140052465,-1.0332346529719985,Sideways
2024-03-14,358.03154635421106,9.052677611256815,49.88719001443395,1.3645440002644782,12.203920719208213,Bull
2024-03-15,357.9565114256021,9.052677611256815,55.54950851827205,1.014469928945681,-0.4480852311692729,Sideways
2024-03-16,346.5933295349873,9.052677611256815,52.48989400205099,0.5425588464020218,-1.7008830047079186,Sideways
2024-03-17,353.4137257243645,9.052677611256815,44.01774710873831,0.30039987534290274,5.104674809580558,Bull
2024-03-18,349.1525960809495,9.052677611256815,57.2556622857264,1.367684413050637,-0.2951311604616649,Sideways
